fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category,investment_type,size_type,morningstar_risk_rating
6.0,1.67,34.4,40.0,1.63,28.35,24.24,81.27,67.0,-0.39718,Small Value,Value,Small,5.0
6.0,1.67,34.38,45.0,1.63,28.34,24.24,81.28,72.0,-0.39814,Small Value,Value,Small,5.0
5.0,1.67,34.4,38.0,1.63,28.36,24.25,81.27,66.0,-0.39668,Small Value,Value,Small,5.0
60.0,1.14,4.67,57.0,1.06,4.26,3.98,95.6,66.0,-0.01399,Muni New York Long,Unknown,Unknown,2.0
36.0,1.03,19.08,62.0,1.02,15.38,13.91,99.75,28.0,-0.20239,Large Blend,Blend,Large,3.0
79.0,0.89,3.67,82.0,0.9,3.62,3.16,95.29,90.0,-0.01204,Muni New York Intermediate,Value,Medium,2.0
94.0,0.8,17.42,86.0,0.77,15.03,15.24,67.63,55.0,-0.22074,Real Estate,Blend,Medium,2.0
89.0,1.68,36.05,77.0,1.62,29.07,13.17,70.28,87.0,-0.51548,Energy Limited Partnership,Value,Medium,2.0
7.0,1.11,6.49,7.0,1.12,5.46,4.93,34.16,85.0,-0.05614,Long-Term Bond,Value,Large,1.0
83.0,0.66,2.69,71.0,0.75,3.02,4.26,97.22,65.0,0.00045,Muni National Interm,Blend,Medium,3.0
35.0,0.62,8.58,10.0,0.62,7.3,13.17,67.71,1.0,-0.08402,Allocation--30% to 50% Equity,Blend,Large,3.0
71.0,0.99,18.36,56.0,0.98,14.79,13.43,99.23,48.0,-0.19929,Large Blend,Blend,Large,2.0
94.0,0.8,17.42,85.0,0.77,15.04,15.24,67.49,49.0,0.0134,Real Estate,Blend,Medium,2.0
79.0,0.66,2.7,67.0,0.75,3.02,4.26,97.19,61.0,0.0068,Muni National Interm,Blend,Medium,3.0
31.0,0.62,8.58,9.0,0.62,7.29,13.17,67.86,1.0,0.04904,Allocation--30% to 50% Equity,Blend,Large,3.0
5.0,1.1,6.48,5.0,1.11,5.46,4.93,33.76,87.0,0.02435,Long-Term Bond,Value,Large,1.0
68.0,0.99,18.37,50.0,0.98,14.79,13.43,99.22,47.0,0.09361,Large Blend,Blend,Large,2.0
30.0,0.88,10.12,39.0,0.87,8.14,7.49,96.92,12.0,-0.1312,Allocation--30% to 50% Equity,Blend,Large,4.0
86.0,0.92,17.51,80.0,0.92,14.14,12.27,94.95,61.0,-0.21902,Large Blend,Blend,Large,2.0
51.0,-0.9,19.06,52.0,-0.91,15.89,14.76,78.51,50.0,0.02919,Trading--Inverse Equity,Unknown,Unknown,3.0
51.0,-0.9,19.04,52.0,-0.91,15.87,14.75,78.42,50.0,0.02684,Trading--Inverse Equity,Unknown,Unknown,3.0
20.0,1.06,19.87,28.0,1.04,15.96,15.18,96.8,68.0,-0.21694,Large Growth,Growth,Large,3.0
85.0,0.92,17.52,79.0,0.92,14.15,12.29,94.94,59.0,-0.21846,Large Blend,Blend,Large,2.0
85.0,1.05,4.26,74.0,0.96,3.87,3.57,97.42,53.0,-0.007,Muni Single State Long,Blend,Medium,3.0
7.0,0.32,10.5,6.0,0.19,8.13,13.17,1.04,5.0,-0.16087,Bank Loan,Value,Small,5.0
13.0,0.32,10.42,10.0,0.2,8.06,13.17,1.11,7.0,-0.16098,Bank Loan,Value,Small,5.0
96.0,0.17,5.36,77.0,0.15,4.23,13.17,32.2,35.0,-0.08295,Event Driven,Blend,Small,3.0
94.0,0.17,5.42,73.0,0.16,4.27,13.17,32.31,32.0,-0.08259,Event Driven,Blend,Small,3.0
72.0,1.0,4.08,75.0,0.91,3.65,3.65,96.92,69.0,-0.00972,Muni Pennsylvania,Blend,Medium,3.0
30.0,1.01,16.41,44.0,1.01,13.51,13.17,87.57,95.0,-0.06528,Multistrategy,Value,Medium,3.0
97.0,0.82,3.43,97.0,0.88,3.56,3.17,93.95,97.0,-0.00172,Muni Pennsylvania,Blend,Medium,2.0
48.0,0.82,9.48,42.0,0.82,7.68,7.55,96.4,22.0,-0.11577,Allocation--30% to 50% Equity,Blend,Large,4.0
94.0,0.77,13.04,93.0,0.76,10.75,13.17,82.16,41.0,-0.14516,Commodities Broad Basket,Unknown,Unknown,1.0
96.0,0.77,13.0,92.0,0.76,10.72,13.17,82.36,42.0,-0.14444,Commodities Broad Basket,Unknown,Unknown,1.0
52.0,0.82,9.51,48.0,0.82,7.69,7.56,96.43,28.0,-0.11678,Allocation--30% to 50% Equity,Blend,Large,4.0
59.0,0.82,9.47,53.0,0.82,7.66,7.54,96.58,32.0,-0.11769,Allocation--30% to 50% Equity,Blend,Large,4.0
66.0,1.01,20.05,88.0,1.01,16.58,15.32,87.47,50.0,-0.13191,Large Growth,Growth,Large,3.0
18.0,0.5,13.92,51.0,0.52,11.57,10.12,43.98,33.0,0.01019,Long-Short Equity,Growth,Medium,3.0
72.0,1.0,19.26,41.0,1.0,15.75,14.24,92.01,35.0,-0.12665,Large Growth,Growth,Large,3.0
30.0,1.16,24.48,97.0,1.16,20.31,17.97,76.58,41.0,-0.13068,Large Growth,Growth,Large,5.0
40.0,1.16,24.49,97.0,1.16,20.32,17.97,76.65,45.0,-0.13221,Large Growth,Growth,Large,5.0
60.0,1.0,18.56,52.0,1.0,15.02,13.59,99.99,33.0,-0.19748,Large Blend,Blend,Large,3.0
5.0,0.29,10.37,6.0,0.17,8.02,13.17,0.92,4.0,-0.15868,Bank Loan,Value,Small,5.0
7.0,0.32,10.42,7.0,0.19,8.06,13.17,1.08,6.0,-0.15964,Bank Loan,Value,Small,5.0
5.0,0.31,10.45,3.0,0.18,8.09,13.17,1.03,2.0,-0.16055,Bank Loan,Value,Small,5.0
5.0,0.31,10.41,5.0,0.19,8.05,13.17,1.04,3.0,-0.15953,Bank Loan,Value,Small,5.0
27.0,1.16,24.5,97.0,1.16,20.33,17.99,76.55,39.0,-0.12994,Large Growth,Growth,Large,5.0
99.0,1.01,16.41,42.0,1.01,13.51,13.17,87.57,64.0,0.01556,World Bond,Blend,Small,3.0
30.0,1.01,16.41,13.0,1.01,13.51,13.17,87.57,59.0,-0.25959,World Large-Stock Blend,Blend,Large,3.0
56.0,1.01,19.21,36.0,1.01,15.77,14.52,94.49,50.0,-0.14644,Large Growth,Growth,Large,3.0
37.0,1.28,14.64,20.0,1.27,11.8,10.49,98.27,18.0,-0.19051,Allocation--70% to 85% Equity,Blend,Large,2.0
27.0,1.01,16.41,10.0,1.01,13.51,13.17,87.57,71.0,-0.25913,World Large-Stock Blend,Blend,Large,3.0
78.0,0.59,9.26,74.0,0.48,7.44,7.18,4.71,38.0,-0.1334,High Yield Bond,Unknown,Unknown,3.0
61.0,1.0,18.54,54.0,1.0,15.0,13.59,100.0,35.0,-0.19703,Large Blend,Blend,Large,3.0
68.0,1.0,18.51,63.0,1.0,14.98,13.58,100.0,44.0,-0.19843,Large Blend,Blend,Large,3.0
58.0,1.0,18.53,49.0,1.0,14.99,13.6,100.0,33.0,-0.19638,Large Blend,Blend,Large,3.0
62.0,1.0,18.52,55.0,1.0,14.98,13.58,100.0,37.0,-0.19753,Large Blend,Blend,Large,3.0
23.0,1.01,16.41,32.0,1.01,13.51,13.17,87.57,56.0,-0.25886,Foreign Large Blend,Blend,Large,3.0
52.0,1.0,18.52,43.0,1.0,14.99,13.17,100.0,27.0,-0.19614,Large Blend,Blend,Large,3.0
57.0,1.0,18.53,48.0,1.0,15.0,13.6,100.0,30.0,-0.19632,Large Blend,Blend,Large,3.0
48.0,1.2,23.58,54.0,1.18,18.96,17.26,88.45,36.0,-0.28315,Mid-Cap Blend,Value,Medium,4.0
51.0,1.19,23.52,58.0,1.17,18.91,17.23,88.36,40.0,-0.28366,Mid-Cap Blend,Value,Medium,4.0
90.0,1.01,16.41,84.0,1.01,13.51,13.17,87.57,52.0,0.00031,Muni National Short,Value,Large,3.0
41.0,1.91,44.44,29.0,1.85,35.7,27.77,59.85,16.0,-0.56005,Energy Limited Partnership,Value,Medium,4.0
35.0,1.91,44.3,24.0,1.85,35.6,27.71,59.99,13.0,-0.55887,Energy Limited Partnership,Value,Medium,4.0
39.0,1.21,23.74,44.0,1.19,19.14,16.82,89.68,89.0,-0.29681,Mid-Cap Blend,Blend,Medium,3.0
6.0,2.56,59.8,4.0,2.48,48.07,13.17,59.42,1.0,-0.69593,Energy Limited Partnership,Value,Medium,5.0
5.0,2.56,59.97,2.0,2.48,48.19,13.17,58.9,1.0,-0.69737,Energy Limited Partnership,Value,Medium,5.0
2.0,2.26,52.59,12.0,2.19,41.95,32.37,59.86,13.0,-0.61263,Energy Limited Partnership,Value,Small,5.0
7.0,2.01,45.44,45.0,1.92,35.91,27.57,63.27,46.0,-0.58882,Energy Limited Partnership,Value,Small,4.0
12.0,2.02,45.64,52.0,1.93,36.06,27.67,63.41,48.0,-0.59062,Energy Limited Partnership,Value,Small,4.0
3.0,2.26,52.73,15.0,2.19,42.06,32.44,59.62,17.0,-0.61394,Energy Limited Partnership,Value,Small,5.0
51.0,-0.19,32.66,52.0,-0.23,30.06,34.28,0.78,50.0,0.0707,Trading--Inverse Commodities,Unknown,Unknown,3.0
51.0,-0.19,32.64,52.0,-0.23,30.08,34.25,0.79,50.0,0.06837,Trading--Inverse Commodities,Unknown,Unknown,3.0
81.0,0.95,17.61,75.0,0.94,14.23,13.09,94.03,95.0,-0.22288,World Large-Stock Blend,Value,Large,3.0
17.0,1.54,31.46,14.0,1.48,25.02,20.08,82.04,67.0,-0.44184,Mid-Cap Value,Value,Medium,5.0
5.0,1.15,20.9,18.0,1.14,17.15,15.81,94.61,89.0,-0.29337,Foreign Large Blend,Value,Large,5.0
5.0,1.15,20.91,18.0,1.14,17.15,15.81,94.6,90.0,-0.29366,Foreign Large Blend,Value,Large,5.0
39.0,1.32,27.48,9.0,1.29,22.73,19.58,79.21,7.0,-0.3886,Small Value,Value,Small,3.0
37.0,1.32,27.53,9.0,1.29,22.75,19.59,79.15,7.0,-0.38857,Small Value,Value,Small,3.0
45.0,1.32,27.46,12.0,1.28,22.7,19.56,79.14,9.0,-0.38945,Small Value,Value,Small,3.0
42.0,1.32,27.49,10.0,1.28,22.72,19.55,79.16,9.0,-0.38864,Small Value,Value,Small,3.0
97.0,1.01,16.41,70.0,1.01,13.51,13.17,87.57,95.0,0.02371,Intermediate Core-Plus Bond,Blend,Medium,3.0
21.0,1.01,16.41,18.0,1.01,13.51,13.17,87.57,69.0,-0.26478,Large Blend,Blend,Large,3.0
57.0,1.43,29.17,63.0,1.38,23.59,19.96,82.49,65.0,-0.39099,Small Value,Value,Small,3.0
15.0,1.54,31.48,13.0,1.48,25.03,20.08,81.88,66.0,-0.44192,Mid-Cap Value,Value,Medium,5.0
91.0,1.22,25.3,62.0,1.17,20.42,18.56,79.38,22.0,-0.22239,Small Growth,Growth,Small,3.0
92.0,1.22,25.3,65.0,1.17,20.41,18.56,79.45,27.0,-0.22387,Small Growth,Growth,Small,3.0
42.0,1.27,25.77,45.0,1.23,20.74,19.3,83.42,65.0,-0.31551,Small Growth,Blend,Small,4.0
91.0,1.22,25.36,61.0,1.18,20.45,18.58,79.42,22.0,-0.22244,Small Growth,Growth,Small,3.0
65.0,1.0,18.57,61.0,1.0,15.03,13.59,99.99,40.0,-0.19865,Large Blend,Blend,Large,3.0
17.0,1.25,26.3,36.0,1.01,13.51,13.17,78.02,8.0,-0.17885,Mid-Cap Growth,Growth,Medium,4.0
100.0,0.32,1.37,97.0,0.35,1.36,1.6,68.7,100.0,0.01018,Short-Term Bond,Value,Medium,2.0
100.0,0.34,1.45,99.0,0.36,1.41,1.63,68.02,100.0,0.00868,Short-Term Bond,Value,Medium,3.0
83.0,1.01,16.41,63.0,1.01,13.51,13.17,87.57,94.0,-0.108,Allocation--50% to 70% Equity,Blend,Large,3.0
81.0,1.01,16.41,61.0,1.01,13.51,13.17,87.57,93.0,-0.10704,Allocation--50% to 70% Equity,Blend,Large,3.0
87.0,1.01,16.41,71.0,1.01,13.51,13.17,87.57,95.0,-0.10918,Allocation--50% to 70% Equity,Blend,Large,3.0
7.0,0.15,1.08,2.0,0.15,0.9,13.17,22.46,1.0,0.00059,Ultrashort Bond,Value,Medium,3.0
61.0,1.06,4.27,64.0,1.01,4.0,4.2,99.12,46.0,-0.00829,Muni Massachusetts,Unknown,Unknown,4.0
83.0,1.07,4.3,81.0,1.02,4.02,4.22,98.95,69.0,-0.01,Muni Massachusetts,Unknown,Unknown,4.0
88.0,0.25,2.06,26.0,0.27,1.83,2.03,16.42,93.0,-0.00797,Inflation-Protected Bond,Value,Large,1.0
7.0,1.1,5.42,9.0,1.06,4.55,3.78,48.33,75.0,-0.02541,Intermediate Core-Plus Bond,Value,Small,4.0
70.0,0.35,1.4,60.0,0.37,1.38,1.85,75.96,30.0,0.0131,Short-Term Bond,Value,Small,2.0
16.0,1.39,5.71,19.0,1.33,5.34,4.9,94.26,4.0,-0.02972,Muni California Intermediate,Blend,Medium,5.0
14.0,1.38,5.69,14.0,1.33,5.34,4.9,94.56,3.0,-0.02877,Muni California Intermediate,Blend,Medium,5.0
75.0,1.01,16.41,57.0,1.01,13.51,13.17,87.57,69.0,-0.00781,Multistrategy,Value,Large,3.0
70.0,0.78,16.92,58.0,0.78,14.36,13.17,69.77,41.0,-0.20574,Global Real Estate,Value,Medium,2.0
79.0,0.78,16.91,64.0,0.78,14.35,13.17,69.88,48.0,-0.20726,Global Real Estate,Value,Medium,2.0
64.0,0.79,16.96,54.0,0.78,14.39,13.17,69.93,39.0,-0.20486,Global Real Estate,Value,Medium,2.0
39.0,0.83,17.87,15.0,0.8,15.46,15.73,70.1,25.0,-0.2271,Real Estate,Blend,Medium,2.0
66.0,0.79,16.96,52.0,0.78,14.38,13.17,69.88,39.0,-0.20541,Global Real Estate,Value,Medium,2.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Allocation--30% to 50% Equity,Unknown,Unknown,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Allocation--30% to 50% Equity,Unknown,Unknown,3.0
57.0,0.95,17.8,57.0,0.94,14.44,13.17,97.28,2.0,-0.16659,Large Blend,Growth,Large,2.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Allocation--30% to 50% Equity,Unknown,Unknown,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Allocation--30% to 50% Equity,Unknown,Unknown,3.0
98.0,1.36,15.68,76.0,1.36,12.67,13.17,96.86,63.0,-0.18308,Allocation--85%+ Equity,Blend,Large,1.0
98.0,1.36,15.67,83.0,1.36,12.66,13.17,96.89,75.0,-0.18479,Allocation--85%+ Equity,Blend,Large,1.0
97.0,1.36,15.69,69.0,1.36,12.67,13.17,96.9,60.0,-0.18293,Allocation--85%+ Equity,Blend,Large,1.0
24.0,1.73,7.68,22.0,1.46,6.44,5.38,80.55,28.0,-0.0567,High Yield Muni,Growth,Small,3.0
84.0,0.36,1.93,81.0,0.33,1.59,1.41,42.1,71.0,-0.00503,Short-Term Bond,Value,Medium,2.0
98.0,0.9,17.63,98.0,1.01,13.51,13.17,90.28,100.0,-0.16926,Large Growth,Blend,Medium,1.0
31.0,1.42,7.14,49.0,1.3,5.91,5.3,46.2,63.0,-0.04254,Corporate Bond,Value,Small,3.0
28.0,1.3,14.85,59.0,1.3,12.03,12.02,98.91,86.0,-0.18247,Target-Date 2035,Blend,Large,4.0
35.0,1.3,14.86,71.0,1.31,12.04,12.03,98.93,88.0,-0.18362,Target-Date 2035,Blend,Large,4.0
26.0,1.3,14.88,50.0,1.31,12.05,12.04,98.89,81.0,-0.18204,Target-Date 2035,Blend,Large,4.0
29.0,1.3,14.85,64.0,1.31,12.03,12.03,98.94,86.0,-0.18248,Target-Date 2035,Blend,Large,3.0
27.0,1.3,14.87,54.0,1.31,12.05,12.04,98.89,85.0,-0.18197,Target-Date 2035,Blend,Large,3.0
27.0,1.3,14.86,52.0,1.31,12.04,12.04,98.93,80.0,-0.18207,Target-Date 2035,Blend,Large,4.0
25.0,1.3,14.88,48.0,1.31,12.05,12.04,98.92,77.0,-0.1818,Target-Date 2035,Blend,Large,3.0
31.0,1.3,14.84,66.0,1.3,12.03,12.03,98.91,88.0,-0.18293,Target-Date 2035,Blend,Large,4.0
34.0,0.39,1.65,36.0,0.35,1.48,1.26,88.8,25.0,-0.00864,Muni National Short,Unknown,Unknown,3.0
64.0,0.39,1.66,81.0,0.34,1.47,1.25,88.78,59.0,-0.0106,Muni National Short,Unknown,Unknown,3.0
33.0,0.4,1.68,25.0,0.35,1.49,1.26,90.71,32.0,-0.00731,Muni National Short,Unknown,Unknown,3.0
51.0,-21.64,15.99,52.0,-22.79,13.95,14.35,5.95,50.0,0.18946,Trading--Miscellaneous,Unknown,Unknown,3.0
51.0,-21.8,15.99,52.0,-22.93,13.94,14.34,6.04,50.0,0.18669,Trading--Miscellaneous,Unknown,Unknown,3.0
10.0,0.75,15.08,18.0,0.76,12.34,13.17,83.66,9.0,-0.21108,Long-Short Equity,Blend,Large,4.0
10.0,0.75,15.09,19.0,0.76,12.37,13.17,83.82,10.0,-0.21121,Long-Short Equity,Blend,Large,4.0
49.0,1.12,20.96,28.0,1.1,16.85,15.36,97.41,54.0,-0.24429,Large Blend,Blend,Large,4.0
58.0,1.06,12.11,53.0,1.05,9.73,9.22,98.32,32.0,-0.15968,World Allocation,Blend,Large,3.0
85.0,0.25,2.1,26.0,0.27,1.86,2.05,15.89,98.0,-0.00695,Inflation-Protected Bond,Value,Large,2.0
80.0,1.02,3.54,78.0,1.02,3.31,13.17,99.82,58.0,0.03211,Intermediate Core Bond,Blend,Large,3.0
82.0,0.08,0.64,95.0,0.06,0.51,0.46,18.73,56.0,-0.00128,Ultrashort Bond,Value,Large,2.0
61.0,1.03,18.54,41.0,1.01,15.15,15.33,95.28,6.0,-0.25314,Foreign Large Value,Value,Large,2.0
30.0,1.0,18.64,35.0,1.0,15.04,14.37,99.17,14.0,-0.17714,Large Blend,Growth,Large,4.0
71.0,0.98,3.68,67.0,0.99,3.4,3.08,84.48,47.0,0.00413,Intermediate Core-Plus Bond,Blend,Medium,2.0
46.0,0.84,9.6,48.0,0.85,7.82,13.17,98.81,50.0,-0.10887,Target-Date 2020,Blend,Large,3.0
45.0,0.85,9.66,41.0,0.85,7.86,13.17,98.64,44.0,-0.10887,Target-Date 2020,Blend,Large,3.0
31.0,1.01,11.52,39.0,1.02,9.37,13.17,98.98,12.0,-0.1249,Target-Date 2025,Blend,Large,3.0
28.0,1.01,11.53,37.0,1.02,9.38,13.17,98.96,9.0,-0.12479,Target-Date 2025,Blend,Large,4.0
90.0,0.2,1.03,80.0,0.23,1.0,0.92,47.4,95.0,0.02185,Short-Term Bond,Value,Medium,1.0
37.0,1.12,12.85,72.0,1.14,10.44,13.17,99.0,10.0,-0.1354,Target-Date 2030,Blend,Large,3.0
36.0,1.12,12.8,69.0,1.13,10.41,13.17,99.08,11.0,-0.13518,Target-Date 2030,Blend,Large,3.0
33.0,1.2,24.56,37.0,1.18,20.3,17.67,81.14,90.0,-0.29317,Small Growth,Blend,Small,3.0
89.0,1.14,22.39,87.0,1.11,18.09,13.17,88.45,75.0,-0.24584,Small Blend,Blend,Small,1.0
40.0,1.27,25.77,44.0,1.23,20.74,19.3,83.4,65.0,-0.31506,Small Growth,Blend,Small,4.0
64.0,1.23,14.01,89.0,1.24,11.36,13.17,99.21,31.0,-0.15072,Target-Date 2035,Blend,Large,3.0
57.0,1.23,14.01,87.0,1.24,11.37,13.17,99.23,26.0,-0.15036,Target-Date 2035,Blend,Large,3.0
72.0,1.32,15.08,89.0,1.33,12.21,13.17,99.29,41.0,-0.16522,Target-Date 2040,Blend,Large,2.0
40.0,1.3,26.04,69.0,1.25,20.81,17.65,85.25,63.0,-0.30932,Small Blend,Blend,Small,3.0
30.0,1.2,24.62,33.0,1.18,20.31,17.71,81.48,90.0,-0.29212,Small Growth,Blend,Small,3.0
70.0,1.32,15.1,88.0,1.33,12.22,13.17,99.27,37.0,-0.16443,Target-Date 2040,Blend,Large,2.0
94.0,1.16,24.82,97.0,1.14,20.17,18.87,74.83,87.0,-0.20712,Small Growth,Growth,Small,3.0
56.0,1.38,27.67,57.0,1.34,22.28,20.04,85.16,29.0,-0.36016,Small Value,Value,Small,4.0
30.0,1.2,24.67,35.0,1.18,20.34,17.71,81.6,90.0,-0.29181,Small Growth,Blend,Small,3.0
66.0,1.22,24.6,59.0,1.21,20.07,18.75,84.25,66.0,-0.28148,Small Growth,Growth,Small,3.0
70.0,1.22,24.56,63.0,1.21,20.04,18.72,84.23,71.0,-0.2826,Small Growth,Growth,Small,3.0
76.0,1.41,16.1,92.0,1.41,13.0,13.17,99.31,41.0,-0.17925,Target-Date 2045,Blend,Large,2.0
74.0,1.41,16.09,90.0,1.41,13.0,13.17,99.29,43.0,-0.17925,Target-Date 2045,Blend,Large,2.0
67.0,1.22,24.58,61.0,1.21,20.05,18.74,84.23,69.0,-0.28162,Small Growth,Growth,Small,3.0
65.0,1.22,24.58,58.0,1.21,20.07,18.74,84.2,66.0,-0.28086,Small Growth,Growth,Small,3.0
77.0,1.45,16.5,91.0,1.45,13.29,13.17,99.33,45.0,-0.18492,Target-Date 2050,Blend,Large,2.0
76.0,1.45,16.54,90.0,1.45,13.33,13.17,99.32,35.0,-0.18492,Target-Date 2050,Blend,Large,2.0
78.0,1.44,16.48,94.0,1.44,13.27,13.17,99.34,35.0,-0.18483,Target-Date 2055,Blend,Large,2.0
65.0,1.22,24.59,58.0,1.21,20.07,18.75,84.23,66.0,-0.28068,Small Growth,Growth,Small,3.0
81.0,1.44,16.45,97.0,1.44,13.26,13.17,99.37,42.0,-0.18436,Target-Date 2060+,Blend,Large,2.0
79.0,1.44,16.46,96.0,1.44,13.26,13.17,99.31,43.0,-0.18436,Target-Date 2060+,Blend,Large,2.0
64.0,1.22,24.59,58.0,1.21,20.07,18.75,84.25,65.0,-0.28058,Small Growth,Growth,Small,3.0
13.0,1.02,18.04,22.0,1.01,14.89,15.01,98.23,25.0,-0.22976,Foreign Large Blend,Blend,Large,3.0
9.0,1.44,28.65,25.0,1.4,23.0,13.17,86.41,100.0,-0.37031,Mid-Cap Blend,Blend,Medium,5.0
9.0,1.44,28.67,24.0,1.4,23.02,13.17,86.49,100.0,-0.37048,Mid-Cap Blend,Blend,Medium,5.0
73.0,0.75,14.59,19.0,0.78,12.79,15.91,80.99,54.0,-0.22446,Diversified Emerging Mkts,Value,Large,1.0
73.0,0.74,14.53,20.0,0.78,12.76,15.9,80.66,56.0,-0.22388,Diversified Emerging Mkts,Value,Large,1.0
72.0,0.74,14.54,20.0,0.78,12.77,15.89,80.3,55.0,-0.22463,Diversified Emerging Mkts,Value,Large,1.0
72.0,0.75,14.61,19.0,0.78,12.82,15.92,80.54,53.0,-0.22479,Diversified Emerging Mkts,Value,Large,1.0
85.0,1.19,26.57,95.0,1.16,21.49,19.49,68.67,55.0,-0.13879,Small Growth,Growth,Small,4.0
54.0,1.0,18.51,46.0,1.0,14.98,13.17,100.0,30.0,-0.1959,Large Blend,Blend,Large,3.0
95.0,1.02,3.54,94.0,1.01,3.29,13.17,99.7,71.0,0.03057,Intermediate Core Bond,Blend,Large,3.0
91.0,1.01,3.53,90.0,1.01,3.29,13.17,99.7,67.0,0.03115,Intermediate Core Bond,Blend,Large,3.0
84.0,1.02,3.56,83.0,1.02,3.31,13.17,99.81,59.0,0.03254,Intermediate Core Bond,Blend,Large,3.0
85.0,0.97,3.57,83.0,0.98,3.31,3.02,88.45,61.0,0.00851,Intermediate Core-Plus Bond,Unknown,Unknown,2.0
97.0,1.01,16.41,95.0,1.01,13.51,13.17,87.57,51.0,0.18522,Unknown,Blend,Large,3.0
92.0,1.01,16.41,92.0,1.01,13.51,13.17,87.57,31.0,0.18623,Unknown,Blend,Large,3.0
24.0,0.63,7.22,20.0,0.63,5.85,13.17,98.04,33.0,-0.07783,Target-Date Retirement,Blend,Large,3.0
22.0,0.64,7.27,14.0,0.63,5.87,13.17,97.9,26.0,-0.07797,Target-Date Retirement,Blend,Large,3.0
63.0,1.0,18.51,59.0,1.0,14.97,13.58,100.0,37.0,-0.19692,Large Blend,Blend,Large,3.0
89.0,0.94,3.49,90.0,0.96,3.26,3.01,87.74,76.0,0.00783,Intermediate Core-Plus Bond,Unknown,Unknown,2.0
18.0,1.32,15.1,31.0,1.32,12.12,11.57,98.78,23.0,-0.19728,World Allocation,Blend,Large,4.0
88.0,0.98,18.91,82.0,0.99,15.41,13.89,93.2,69.0,-0.15132,Large Growth,Growth,Large,2.0
30.0,1.03,18.19,43.0,1.02,14.98,13.17,99.32,33.0,-0.24873,Foreign Large Blend,Blend,Large,3.0
28.0,1.03,18.14,39.0,1.02,14.95,13.17,99.36,30.0,-0.24669,Foreign Large Blend,Blend,Large,3.0
27.0,1.03,18.16,37.0,1.02,14.97,13.17,99.32,29.0,-0.24644,Foreign Large Blend,Blend,Large,3.0
89.0,1.12,22.92,93.0,1.11,19.29,17.11,82.5,85.0,-0.2953,Small Value,Value,Small,1.0
26.0,1.03,18.15,37.0,1.02,14.96,13.17,99.33,29.0,-0.24672,Foreign Large Blend,Blend,Large,3.0
15.0,1.15,22.36,47.0,1.13,17.84,16.41,91.18,43.0,-0.29168,Large Value,Value,Large,4.0
24.0,0.35,2.27,29.0,0.31,1.84,1.43,26.74,47.0,-0.01214,Short-Term Bond,Growth,Small,3.0
88.0,0.85,16.06,6.0,0.8,13.0,13.17,86.37,61.0,-0.20785,Foreign Large Blend,Blend,Large,1.0
14.0,1.15,22.36,46.0,1.13,17.84,16.41,91.15,41.0,-0.29144,Large Value,Value,Large,4.0
42.0,1.05,12.61,69.0,1.06,10.31,9.54,89.99,6.0,-0.11099,Allocation--50% to 70% Equity,Growth,Large,3.0
56.0,0.53,3.89,61.0,0.56,3.32,13.17,21.74,23.0,-0.03264,Nontraditional Bond,Value,Medium,2.0
69.0,0.86,16.86,50.0,0.85,13.93,13.42,80.45,20.0,-0.20854,Foreign Large Growth,Growth,Large,2.0
51.0,0.54,3.9,54.0,0.56,3.31,13.17,21.85,17.0,-0.03113,Nontraditional Bond,Value,Medium,2.0
27.0,0.22,5.6,31.0,0.21,4.39,13.17,49.79,56.0,-0.0641,Relative Value Arbitrage,Unknown,Unknown,3.0
65.0,1.03,18.6,42.0,1.01,15.2,15.35,95.37,6.0,-0.25364,Foreign Large Value,Value,Large,2.0
59.0,1.03,18.55,38.0,1.01,15.16,15.34,95.4,5.0,-0.25363,Foreign Large Value,Value,Large,2.0
58.0,1.03,18.54,38.0,1.01,15.15,15.33,95.39,5.0,-0.25363,Foreign Large Value,Value,Large,2.0
44.0,0.53,3.9,48.0,0.55,3.32,13.17,21.12,15.0,-0.03038,Nontraditional Bond,Value,Medium,2.0
51.0,0.53,3.87,52.0,0.55,3.3,13.17,21.54,16.0,-0.03118,Nontraditional Bond,Value,Medium,2.0
60.0,0.98,18.89,64.0,1.01,16.31,13.17,83.94,51.0,-0.24017,Diversified Emerging Mkts,Blend,Large,2.0
4.0,1.36,28.03,4.0,1.32,22.85,20.07,80.42,3.0,-0.34825,Small Blend,Blend,Small,5.0
76.0,1.21,23.79,54.0,1.18,19.25,17.43,88.14,30.0,-0.30336,Small Blend,Blend,Small,2.0
65.0,1.32,26.24,56.0,1.29,21.38,18.48,87.18,64.0,-0.34656,Small Blend,Blend,Small,3.0
31.0,1.18,23.16,26.0,1.17,18.66,17.32,89.61,86.0,-0.20435,Mid-Cap Growth,Growth,Medium,3.0
